time,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,average_path
0.908730,97.960337,77.513675,105.284923,92.718342,97.971212,111.695114,93.358945,103.945607,75.837262,69.953622,104.637927
0.912698,99.037197,77.857013,104.107816,93.586582,97.757080,112.658870,93.334151,105.151318,77.182286,69.832511,104.658327
0.916667,98.288927,78.140480,105.096236,93.323315,99.389124,112.871615,93.726359,104.894643,76.577345,68.292059,104.673805
0.920635,96.815668,78.146080,104.479046,91.799914,100.096545,112.774934,93.044896,103.307996,74.716866,67.464812,104.686166
0.924603,95.634260,78.707710,103.376170,91.786824,100.261394,113.973501,93.041256,101.269386,74.318490,66.722603,104.707685
0.928571,96.660314,78.854344,103.432486,91.873856,100.349496,114.914039,90.753495,101.725267,75.386299,65.005984,104.732289
0.932540,95.583162,79.377262,102.862200,91.489888,100.914915,115.101495,90.635553,102.264396,74.758001,65.408398,104.751391
0.936508,96.537443,78.480138,103.863530,90.414864,101.247263,114.994537,91.389016,104.654120,75.911666,64.102270,104.769715
0.940476,96.312949,79.951230,103.359994,90.851410,101.693100,115.928031,90.352364,104.969138,75.525908,64.344792,104.789063
0.944444,97.465634,79.887233,105.030233,90.355321,104.467298,117.209213,90.011557,104.144035,76.038585,66.068206,104.802021
0.948413,99.468136,79.705697,105.445804,89.086036,105.068668,117.498335,89.188246,104.169717,75.699566,66.026671,104.824292
0.952381,100.539415,81.073626,106.510502,88.609645,103.697865,118.349274,91.317882,105.056659,74.762781,67.415011,104.838054
0.956349,97.506313,81.557661,107.359463,89.596678,103.404840,118.583897,91.344335,105.214723,73.237932,67.081895,104.852856
0.960317,97.411529,81.423937,107.995836,90.718469,105.520762,120.051432,91.051938,104.521324,71.957174,67.038077,104.871027
0.964286,99.167080,81.498421,106.314230,88.901164,107.961368,119.840923,90.586902,105.592903,72.223221,66.076988,104.894420
0.968254,99.466359,82.114196,107.580091,88.246559,107.724607,120.006917,91.441736,104.681884,72.428828,66.340001,104.910686
0.972222,98.161006,83.873688,107.100953,89.298921,106.880068,120.792498,92.418589,105.796834,71.147437,65.981313,104.927528
0.976190,97.617738,82.554316,106.734176,88.786298,107.123829,122.527040,93.340103,105.103737,71.865915,65.364770,104.944127
0.980159,96.347473,83.340034,106.990416,89.005134,104.630942,122.904590,93.516925,102.652833,71.511096,65.565224,104.965541
0.984127,96.452600,84.694713,108.250940,91.696870,106.675913,122.355053,91.532710,104.840986,71.595152,64.881845,104.987085
0.988095,97.193776,85.367802,109.488401,90.650851,104.878272,124.592202,92.553766,103.646833,70.559699,64.287616,105.003724
0.992063,94.963597,84.900317,108.975134,90.488622,104.338197,128.972837,93.331027,103.853313,71.494621,65.728554,105.020786
0.996032,94.919967,83.543781,107.379926,92.153020,103.729726,129.527229,94.006209,101.237182,72.409582,65.569615,105.039431
1.000000,94.233424,83.951252,104.507271,92.857088,100.799793,128.856305,93.392787,103.173335,73.712739,65.402512,105.056444
